"Código.IBGE.Município","Municipio","AreaTerritorialkm22022","Populacaoresidentepessoas2022","Densidadedemograficahabkm22022","Escolarizacao6a14anos2010","IDHM2010","PIBpercapita2021","razao_social","cnpj","velocidade_contratada_mbps","uf","municipio","municipio_uf"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1.536,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.256,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",1,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.352,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",10,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",20,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",100,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",11.914,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",60,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",10,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",34,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",20,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.64,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",100,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",50,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",100,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",2,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",155,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",200,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",622,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",155,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1.281,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",20,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",100,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1.516,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",100,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.512,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",1,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",90,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",488.28,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",34,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",1,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",10,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",4,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.768,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1152,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",5.664,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",50,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",0.125,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",1,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",34,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",1,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.96,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",0.001171875,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",2,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",10,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",15,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",3,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",4,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.375,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1.984,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",10,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",500,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",622,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",0.028125,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",11.816,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",11.914,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",12,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.789,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",120,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",126,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.961,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",14,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",155,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",5,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",18,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1.5,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1.516,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1.536,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",60,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1.984,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",0.512,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",100,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",1024,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",0.0625,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",12,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",3,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",126,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",128,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",11.914,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",350,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",120,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",18,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",48,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",2,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",10,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",20,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",200,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",22,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",30,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",60,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",200,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",30,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",1,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"OI MOVEL S.A.","05.423.963/0001-11",0.0546875,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",8,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",76,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",48,"PR","Curitiba","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",8.594,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",80,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"TELEFONICA BRASIL S/A","02.558.157/0001-62",3,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"Oi S.A.","76.535.764/0001-43",622,"PR","CURITIBA","Curitiba - PR"
4106902,"Curitiba",434.892,1773718,4078.53,97.6,0.823,49907.02,"CLARO S.A","40.432.544/0001-47",939.063,"PR","CURITIBA","Curitiba - PR"
